Name,Country_code,Country,Cultural_Group,Cleaned_Name,Token_Count
 Emily Richard,ar_AE,AE,Asian,Emily Richard,2
 Ethan Stevenson,ar_AE,AE,Asian,Ethan Stevenson,3
 Victor Daniels,ar_AE,AE,Asian,Victor Daniels,3
 Barry Walters,ar_AE,AE,Asian,Barry Walters,3
 Johnny Smith,ar_AE,AE,Asian,Johnny Smith,2
 Alexander Williams,ar_AE,AE,Asian,Alexander Williams,2
 Ms. Laura Underwood DDS,ar_AE,AE,Asian,Laura Underwood DDS,4
 Omar Singleton,ar_AE,AE,Asian,Omar Singleton,3
 Michael Patrick,ar_AE,AE,Asian,Michael Patrick,2
 Jessica Wright,ar_AE,AE,Asian,Jessica Wright,2
 Kevin Henry,ar_AE,AE,Asian,Kevin Henry,2
 Kyle Reynolds,ar_AE,AE,Asian,Kyle Reynolds,2
 Samantha Clark,ar_AE,AE,Asian,Samantha Clark,4
 Austin Ferrell,ar_AE,AE,Asian,Austin Ferrell,3
 Brandi Patel,ar_AE,AE,Asian,Brandi Patel,3
 Amber Mathews,ar_AE,AE,Asian,Amber Mathews,4
 Steven Bell,ar_AE,AE,Asian,Steven Bell,2
 Jason Zavala,ar_AE,AE,Asian,Jason Zavala,4
 Rachel Adams,ar_AE,AE,Asian,Rachel Adams,2
 Logan Castillo,ar_AE,AE,Asian,Logan Castillo,3
 Summer Smith,ar_AE,AE,Asian,Summer Smith,2
 Rachel Mays,ar_AE,AE,Asian,Rachel Mays,3
 Jacqueline Hahn,ar_AE,AE,Asian,Jacqueline Hahn,5
 Colin Arnold,ar_AE,AE,Asian,Colin Arnold,3
 Christopher Navarro,ar_AE,AE,Asian,Christopher Navarro,3
 Theresa Owens,ar_AE,AE,Asian,Theresa Owens,3
 Jennifer Lee,ar_AE,AE,Asian,Jennifer Lee,2
 Isaiah Hernandez,ar_AE,AE,Asian,Isaiah Hernandez,4
 Sarah Carter,ar_AE,AE,Asian,Sarah Carter,2
 Nathaniel Santiago,ar_AE,AE,Asian,Nathaniel Santiago,4
 Sylvia Brewer,ar_AE,AE,Asian,Sylvia Brewer,4
 Jonathan Murphy,ar_AE,AE,Asian,Jonathan Murphy,2
 Alan Dominguez,ar_AE,AE,Asian,Alan Dominguez,3
 Joseph Johnson,ar_AE,AE,Asian,Joseph Johnson,2
 Franklin Baker,ar_AE,AE,Asian,Franklin Baker,3
 Thomas James,ar_AE,AE,Asian,Thomas James,2
 Anna Hooper,ar_AE,AE,Asian,Anna Hooper,3
 Adrian Jones,ar_AE,AE,Asian,Adrian Jones,3
 Anthony Roman,ar_AE,AE,Asian,Anthony Roman,2
 Shirley Stephenson,ar_AE,AE,Asian,Shirley Stephenson,5
 Duane Evans,ar_AE,AE,Asian,Duane Evans,3
 Phillip Delacruz,ar_AE,AE,Asian,Phillip Delacruz,5
 Margaret Stewart,ar_AE,AE,Asian,Margaret Stewart,3
 Shane Perez,ar_AE,AE,Asian,Shane Perez,3
 Gail Rodriguez,ar_AE,AE,Asian,Gail Rodriguez,3
 Christine Warner,ar_AE,AE,Asian,Christine Warner,3
 Richard Washington,ar_AE,AE,Asian,Richard Washington,2
 Peggy Anderson,ar_AE,AE,Asian,Peggy Anderson,4
 John Price,ar_AE,AE,Asian,John Price,2
 Natasha Chapman,ar_AE,AE,Asian,Natasha Chapman,3
 Robert Jordan,ar_AE,AE,Asian,Robert Jordan,2
 Tracy Harris,ar_AE,AE,Asian,Tracy Harris,3
 Jeff Stuart,ar_AE,AE,Asian,Jeff Stuart,2
 Christina Le,ar_AE,AE,Asian,Christina Le,3
 Julian Chavez,ar_AE,AE,Asian,Julian Chavez,3
 Justin Fitzpatrick,ar_AE,AE,Asian,Justin Fitzpatrick,3
 Paul Brown,ar_AE,AE,Asian,Paul Brown,2
 Courtney Huang DDS,ar_AE,AE,Asian,Courtney Huang DDS,4
 Marcus Smith,ar_AE,AE,Asian,Marcus Smith,2
 Robert Stevenson,ar_AE,AE,Asian,Robert Stevenson,2
 Russell Ingram,ar_AE,AE,Asian,Russell Ingram,3
 Amber Taylor,ar_AE,AE,Asian,Amber Taylor,3
 John Miranda,ar_AE,AE,Asian,John Miranda,2
 Christopher Mays,ar_AE,AE,Asian,Christopher Mays,3
 Amy Robinson,ar_AE,AE,Asian,Amy Robinson,2
 Amy Berry,ar_AE,AE,Asian,Amy Berry,2
 Nicole Turner,ar_AE,AE,Asian,Nicole Turner,3
 Matthew Irwin,ar_AE,AE,Asian,Matthew Irwin,3
 Robert Perkins,ar_AE,AE,Asian,Robert Perkins,2
 Mr. Jesse Harding Jr.,ar_AE,AE,Asian,Jesse Harding Jr.,5
 Mr. Michael Davis,ar_AE,AE,Asian,Michael Davis,2
 Lindsey Cruz,ar_AE,AE,Asian,Lindsey Cruz,4
 Peter Bell,ar_AE,AE,Asian,Peter Bell,2
 Casey Powell,ar_AE,AE,Asian,Casey Powell,3
 Elizabeth Miller,ar_AE,AE,Asian,Elizabeth Miller,2
 Ryan Jones,ar_AE,AE,Asian,Ryan Jones,2
 Connie Pham,ar_AE,AE,Asian,Connie Pham,4
 Jorge Goodman,ar_AE,AE,Asian,Jorge Goodman,3
 Cameron Moore,ar_AE,AE,Asian,Cameron Moore,3
 John Davis,ar_AE,AE,Asian,John Davis,2
 Scott Moore,ar_AE,AE,Asian,Scott Moore,2
 Stephanie Alvarado,ar_AE,AE,Asian,Stephanie Alvarado,6
 Kathleen Kim,ar_AE,AE,Asian,Kathleen Kim,4
 Jennifer Smith,ar_AE,AE,Asian,Jennifer Smith,2
 Dustin Brown,ar_AE,AE,Asian,Dustin Brown,3
 Joshua French,ar_AE,AE,Asian,Joshua French,3
 Lori Williams,ar_AE,AE,Asian,Lori Williams,3
 Jesse Wilson,ar_AE,AE,Asian,Jesse Wilson,3
 Tracie Harris,ar_AE,AE,Asian,Tracie Harris,3
 Jessica Mathews,ar_AE,AE,Asian,Jessica Mathews,3
 Chris White,ar_AE,AE,Asian,Chris White,2
 Mary Porter,ar_AE,AE,Asian,Mary Porter,2
 Erin Melton,ar_AE,AE,Asian,Erin Melton,4
 Alicia Farmer,ar_AE,AE,Asian,Alicia Farmer,4
 Jose Fernandez,ar_AE,AE,Asian,Jose Fernandez,2
 Tara Gonzalez,ar_AE,AE,Asian,Tara Gonzalez,3
 Dr. Abigail Ryan,ar_AE,AE,Asian,Abigail Ryan,3
 Jack Johnson,ar_AE,AE,Asian,Jack Johnson,2
 David Burch,ar_AE,AE,Asian,David Burch,3
 Justin Brown,ar_AE,AE,Asian,Justin Brown,2
 Chad Guerrero,ar_AE,AE,Asian,Chad Guerrero,3
 Anna Liu,ar_AE,AE,Asian,Anna Liu,2
 Emily Duran,ar_AE,AE,Asian,Emily Duran,3
 Robert Moore,ar_AE,AE,Asian,Robert Moore,2
 Maurice Allison,ar_AE,AE,Asian,Maurice Allison,4
 Jonathan Cross,ar_AE,AE,Asian,Jonathan Cross,2
 Victoria Nelson,ar_AE,AE,Asian,Victoria Nelson,2
 Mark Tucker,ar_AE,AE,Asian,Mark Tucker,2
 Ruben Johnson,ar_AE,AE,Asian,Ruben Johnson,3
 Anne Smith,ar_AE,AE,Asian,Anne Smith,2
 Nicholas Bell,ar_AE,AE,Asian,Nicholas Bell,3
 Kathleen Brown,ar_AE,AE,Asian,Kathleen Brown,4
 Angela Osborne,ar_AE,AE,Asian,Angela Osborne,3
 Dawn Rivera,ar_AE,AE,Asian,Dawn Rivera,3
 Christina Dunn,ar_AE,AE,Asian,Christina Dunn,3
 Tim Wilson,ar_AE,AE,Asian,Tim Wilson,2
 Timothy Walker,ar_AE,AE,Asian,Timothy Walker,3
 Annette Rice,ar_AE,AE,Asian,Annette Rice,3
 Julie Brown,ar_AE,AE,Asian,Julie Brown,3
 Yesenia Pierce,ar_AE,AE,Asian,Yesenia Pierce,3
 Daniel Serrano,ar_AE,AE,Asian,Daniel Serrano,4
 Jessica Mccullough,ar_AE,AE,Asian,Jessica Mccullough,5
 Brian Horton,ar_AE,AE,Asian,Brian Horton,2
 Matthew Riley,ar_AE,AE,Asian,Matthew Riley,2
 Jonathan Holland,ar_AE,AE,Asian,Jonathan Holland,2
 Keith Lamb,ar_AE,AE,Asian,Keith Lamb,2
 Tamara Hanson,ar_AE,AE,Asian,Tamara Hanson,3
 Jim Bradley,ar_AE,AE,Asian,Jim Bradley,2
 Robert White,ar_AE,AE,Asian,Robert White,2
 Sara Boyle,ar_AE,AE,Asian,Sara Boyle,3
 Jon Cook,ar_AE,AE,Asian,Jon Cook,2
 Maureen Taylor,ar_AE,AE,Asian,Maureen Taylor,3
 Michael Petty,ar_AE,AE,Asian,Michael Petty,2
 Tara Chapman MD,ar_AE,AE,Asian,Tara Chapman MD,4
 Robert Leon,ar_AE,AE,Asian,Robert Leon,2
 James Mclean,ar_AE,AE,Asian,James Mclean,3
 Amanda Simmons,ar_AE,AE,Asian,Amanda Simmons,3
 Robert Peterson,ar_AE,AE,Asian,Robert Peterson,2
 Jonathan Kim,ar_AE,AE,Asian,Jonathan Kim,2
 Jennifer Guzman DDS,ar_AE,AE,Asian,Jennifer Guzman DDS,4
 Adam Taylor,ar_AE,AE,Asian,Adam Taylor,2
 Sheila Brown,ar_AE,AE,Asian,Sheila Brown,3
 Kim Carroll,ar_AE,AE,Asian,Kim Carroll,2
 Michael Oliver,ar_AE,AE,Asian,Michael Oliver,2
 Kari Knight,ar_AE,AE,Asian,Kari Knight,3
 Timothy Smith,ar_AE,AE,Asian,Timothy Smith,3
 Michael Jones,ar_AE,AE,Asian,Michael Jones,2
 David Mckenzie,ar_AE,AE,Asian,David Mckenzie,4
 Daniel Lin,ar_AE,AE,Asian,Daniel Lin,2
 Amanda Smith,ar_AE,AE,Asian,Amanda Smith,3
 Bradley Ramirez,ar_AE,AE,Asian,Bradley Ramirez,3
 Frederick Hughes,ar_AE,AE,Asian,Frederick Hughes,4
 Jonathan White,ar_AE,AE,Asian,Jonathan White,2
 Jennifer Velasquez,ar_AE,AE,Asian,Jennifer Velasquez,4
 Greg Hamilton,ar_AE,AE,Asian,Greg Hamilton,2
 Ashley Sanchez,ar_AE,AE,Asian,Ashley Sanchez,3
 Alicia Moore,ar_AE,AE,Asian,Alicia Moore,4
 Thomas Wright,ar_AE,AE,Asian,Thomas Wright,2
 Joseph Miller,ar_AE,AE,Asian,Joseph Miller,2
 Kathy Tate,ar_AE,AE,Asian,Kathy Tate,3
 George Anderson,ar_AE,AE,Asian,George Anderson,2
 Tiffany Torres,ar_AE,AE,Asian,Tiffany Torres,3
 Richard Robertson,ar_AE,AE,Asian,Richard Robertson,2
 Jordan Norman,ar_AE,AE,Asian,Jordan Norman,2
 Daniel Rivera,ar_AE,AE,Asian,Daniel Rivera,2
 April Walsh,ar_AE,AE,Asian,April Walsh,2
 Brian Hernandez,ar_AE,AE,Asian,Brian Hernandez,2
 Julie Smith,ar_AE,AE,Asian,Julie Smith,3
 Kyle Gallegos,ar_AE,AE,Asian,Kyle Gallegos,4
 Evan Warner,ar_AE,AE,Asian,Evan Warner,3
 Heather Rodriguez,ar_AE,AE,Asian,Heather Rodriguez,3
 Tracey Hernandez,ar_AE,AE,Asian,Tracey Hernandez,3
 Gina Hayes,ar_AE,AE,Asian,Gina Hayes,3
 Jennifer Yoder,ar_AE,AE,Asian,Jennifer Yoder,3
 Alicia Richardson,ar_AE,AE,Asian,Alicia Richardson,4
 Diana Hernandez,ar_AE,AE,Asian,Diana Hernandez,3
 Marcus Soto,ar_AE,AE,Asian,Marcus Soto,3
 Lisa Hill,ar_AE,AE,Asian,Lisa Hill,2
 Brett Ellis,ar_AE,AE,Asian,Brett Ellis,3
 Linda Munoz,ar_AE,AE,Asian,Linda Munoz,4
Kyle Phillips,ar_AE,AE,Asian,Kyle Phillips,2
 Norman Flores,ar_AE,AE,Asian,Norman Flores,3
 Jeffrey Robinson,ar_AE,AE,Asian,Jeffrey Robinson,3
 Robert Watts,ar_AE,AE,Asian,Robert Watts,2
 Anthony Thompson,ar_AE,AE,Asian,Anthony Thompson,2
 Bradley Campbell,ar_AE,AE,Asian,Bradley Campbell,3
 Larry Reyes,ar_AE,AE,Asian,Larry Reyes,2
 Tina Williams,ar_AE,AE,Asian,Tina Williams,3
 Melinda Murray MD,ar_AE,AE,Asian,Melinda Murray MD,4
 Gabriel Anderson,ar_AE,AE,Asian,Gabriel Anderson,3
 Eric Graves,ar_AE,AE,Asian,Eric Graves,2
 Jesus Rodriguez,ar_AE,AE,Asian,Jesus Rodriguez,2
 Brett Coleman,ar_AE,AE,Asian,Brett Coleman,3
 Kyle Shaffer,ar_AE,AE,Asian,Kyle Shaffer,3
 Shane Wood,ar_AE,AE,Asian,Shane Wood,3
 Joseph Patel,ar_AE,AE,Asian,Joseph Patel,2
 Kenneth Graham,ar_AE,AE,Asian,Kenneth Graham,3
 Erin Rhodes,ar_AE,AE,Asian,Erin Rhodes,3
 Oscar Wells,ar_AE,AE,Asian,Oscar Wells,3
 Joshua Rodriguez,ar_AE,AE,Asian,Joshua Rodriguez,3
 Cheryl Meyer,ar_AE,AE,Asian,Cheryl Meyer,3
 Alexander Sutton,ar_AE,AE,Asian,Alexander Sutton,2
 Andrew Stewart,ar_AE,AE,Asian,Andrew Stewart,2
 Kelly Proctor,ar_AE,AE,Asian,Kelly Proctor,3
 Justin Howard,ar_AE,AE,Asian,Justin Howard,2
 Anna Herman,ar_AE,AE,Asian,Anna Herman,2
 Barbara Francis,ar_AE,AE,Asian,Barbara Francis,3
 Samantha Landry,ar_AE,AE,Asian,Samantha Landry,5
 Julia Bailey,ar_AE,AE,Asian,Julia Bailey,3
 David Parrish,ar_AE,AE,Asian,David Parrish,3
 Lindsay Cook,ar_AE,AE,Asian,Lindsay Cook,3
 Rose Schroeder,ar_AE,AE,Asian,Rose Schroeder,3
 Daniel Bell DDS,ar_AE,AE,Asian,Daniel Bell DDS,3
 Lindsay Young,ar_AE,AE,Asian,Lindsay Young,3
 Lynn Maldonado,ar_AE,AE,Asian,Lynn Maldonado,6
 Rachel Todd,ar_AE,AE,Asian,Rachel Todd,2
 Timothy Barker,ar_AE,AE,Asian,Timothy Barker,3
 Kimberly Johnson,ar_AE,AE,Asian,Kimberly Johnson,4
 Jessica Williams,ar_AE,AE,Asian,Jessica Williams,2
 Emily King,ar_AE,AE,Asian,Emily King,2
 Adam Owens,ar_AE,AE,Asian,Adam Owens,2
 Cassidy Parker,ar_AE,AE,Asian,Cassidy Parker,4
 Nathaniel Acosta,ar_AE,AE,Asian,Nathaniel Acosta,5
 Chad Miller,ar_AE,AE,Asian,Chad Miller,3
 Wesley Cole,ar_AE,AE,Asian,Wesley Cole,4
 Louis Anderson,ar_AE,AE,Asian,Louis Anderson,2
 George Rollins,ar_AE,AE,Asian,George Rollins,3
 Michael Lynn,ar_AE,AE,Asian,Michael Lynn,2
 Robert Hansen,ar_AE,AE,Asian,Robert Hansen,2
 Joseph Cordova,ar_AE,AE,Asian,Joseph Cordova,3
 Loretta Jennings,ar_AE,AE,Asian,Loretta Jennings,4
 Mark Welch,ar_AE,AE,Asian,Mark Welch,2
 Justin Davis,ar_AE,AE,Asian,Justin Davis,2
 Matthew Rivera,ar_AE,AE,Asian,Matthew Rivera,2
 Stacy Snyder,ar_AE,AE,Asian,Stacy Snyder,3
 Crystal Moon,ar_AE,AE,Asian,Crystal Moon,2
 Jeffrey Cannon,ar_AE,AE,Asian,Jeffrey Cannon,3
 Ryan Simon,ar_AE,AE,Asian,Ryan Simon,2
 Judy Massey,ar_AE,AE,Asian,Judy Massey,4
 Derek Mcknight,ar_AE,AE,Asian,Derek Mcknight,5
 Sara Perez,ar_AE,AE,Asian,Sara Perez,3
 Brian Torres,ar_AE,AE,Asian,Brian Torres,2
 Patricia Warren,ar_AE,AE,Asian,Patricia Warren,3
 Amanda Hawkins,ar_AE,AE,Asian,Amanda Hawkins,3
 David Ortiz,ar_AE,AE,Asian,David Ortiz,2
 Carrie Matthews,ar_AE,AE,Asian,Carrie Matthews,3
 Miranda Scott,ar_AE,AE,Asian,Miranda Scott,3
 Michael Hernandez,ar_AE,AE,Asian,Michael Hernandez,2
 Angela Nichols,ar_AE,AE,Asian,Angela Nichols,3
 James Lawrence,ar_AE,AE,Asian,James Lawrence,2
 Elizabeth Wise,ar_AE,AE,Asian,Elizabeth Wise,2
 Travis Moore,ar_AE,AE,Asian,Travis Moore,3
 Paul Reed,ar_AE,AE,Asian,Paul Reed,2
 Anthony Foley,ar_AE,AE,Asian,Anthony Foley,2
 Rhonda Foster,ar_AE,AE,Asian,Rhonda Foster,3
 Jasmine Grimes,ar_AE,AE,Asian,Jasmine Grimes,4
 Christina Huffman,ar_AE,AE,Asian,Christina Huffman,3
 Leslie Kim,ar_AE,AE,Asian,Leslie Kim,3
 David Ingram,ar_AE,AE,Asian,David Ingram,2
 Martin Fleming,ar_AE,AE,Asian,Martin Fleming,2
 Scott Gross,ar_AE,AE,Asian,Scott Gross,2
 Michelle Martinez,ar_AE,AE,Asian,Michelle Martinez,2
 Christopher Howard,ar_AE,AE,Asian,Christopher Howard,2
 Dustin Odom,ar_AE,AE,Asian,Dustin Odom,4
 Paul Combs,ar_AE,AE,Asian,Paul Combs,3
 Nicole Cook,ar_AE,AE,Asian,Nicole Cook,3
 Patrick Buchanan,ar_AE,AE,Asian,Patrick Buchanan,2
 Andrea Wilson,ar_AE,AE,Asian,Andrea Wilson,3
 Brian Duffy,ar_AE,AE,Asian,Brian Duffy,2
 Felicia Blair,ar_AE,AE,Asian,Felicia Blair,3
 David Barber,ar_AE,AE,Asian,David Barber,2
Sandra Duke,ar_AE,AE,Asian,Sandra Duke,3
 James Ross,ar_AE,AE,Asian,James Ross,2
 Diane Ruiz,ar_AE,AE,Asian,Diane Ruiz,3
 Susan Wright,ar_AE,AE,Asian,Susan Wright,2
 Kevin Ashley,ar_AE,AE,Asian,Kevin Ashley,2
 Christopher Farley,ar_AE,AE,Asian,Christopher Farley,3
 Erin Evans,ar_AE,AE,Asian,Erin Evans,3
 Taylor Stein,ar_AE,AE,Asian,Taylor Stein,2
 Duane Small,ar_AE,AE,Asian,Duane Small,3
 Derrick Johnson,ar_AE,AE,Asian,Derrick Johnson,3
 Brian Jennings,ar_AE,AE,Asian,Brian Jennings,2
 Mary Sanchez,ar_AE,AE,Asian,Mary Sanchez,2
 Danielle Chang,ar_AE,AE,Asian,Danielle Chang,3
 Susan Guerrero,ar_AE,AE,Asian,Susan Guerrero,2
 Robert Murphy,ar_AE,AE,Asian,Robert Murphy,2
 Monique Murray,ar_AE,AE,Asian,Monique Murray,3
 Stacey Romero,ar_AE,AE,Asian,Stacey Romero,3
 Matthew Miller,ar_AE,AE,Asian,Matthew Miller,2
 Peter Christian,ar_AE,AE,Asian,Peter Christian,2
 Dylan Morgan,ar_AE,AE,Asian,Dylan Morgan,3
 Mrs. Tamara Cross,ar_AE,AE,Asian,Tamara Cross,3
 Rodney Simmons,ar_AE,AE,Asian,Rodney Simmons,3
 Megan Casey,ar_AE,AE,Asian,Megan Casey,3
 Julia Summers,ar_AE,AE,Asian,Julia Summers,3
 Raymond Turner,ar_AE,AE,Asian,Raymond Turner,3
 Haley Strong,ar_AE,AE,Asian,Haley Strong,3
 Carlos Romero,ar_AE,AE,Asian,Carlos Romero,2
 Allen Young,ar_AE,AE,Asian,Allen Young,2
 Lawrence Carter,ar_AE,AE,Asian,Lawrence Carter,3
 Theresa Mendoza,ar_AE,AE,Asian,Theresa Mendoza,4
 Tiffany Evans,ar_AE,AE,Asian,Tiffany Evans,3
 David Torres,ar_AE,AE,Asian,David Torres,2
 Johnny Hayes,ar_AE,AE,Asian,Johnny Hayes,2
 Kelly Campbell,ar_AE,AE,Asian,Kelly Campbell,2
 Austin Baker DVM,ar_AE,AE,Asian,Austin Baker DVM,4
 Gina Martin,ar_AE,AE,Asian,Gina Martin,3
 Zachary Edwards,ar_AE,AE,Asian,Zachary Edwards,4
 Sara Ramirez,ar_AE,AE,Asian,Sara Ramirez,3
 Mary Edwards,ar_AE,AE,Asian,Mary Edwards,2
 Stephanie Davis,ar_AE,AE,Asian,Stephanie Davis,4
 Cesar Fry,ar_AE,AE,Asian,Cesar Fry,3
 Vanessa Shea,ar_AE,AE,Asian,Vanessa Shea,3
 Eric Williams,ar_AE,AE,Asian,Eric Williams,2
 Ronnie Oneal,ar_AE,AE,Asian,Ronnie Oneal,4
 Gina Diaz,ar_AE,AE,Asian,Gina Diaz,3
 Linda Avila,ar_AE,AE,Asian,Linda Avila,4
 Beverly Mack,ar_AE,AE,Asian,Beverly Mack,4
 Julia Mora,ar_AE,AE,Asian,Julia Mora,4
 Scott Barrett,ar_AE,AE,Asian,Scott Barrett,2
 Ryan Hall,ar_AE,AE,Asian,Ryan Hall,2
 Laurie Smith,ar_AE,AE,Asian,Laurie Smith,4
 Ashley Brooks,ar_AE,AE,Asian,Ashley Brooks,3
 Stacey Ramos,ar_AE,AE,Asian,Stacey Ramos,3
 Samuel Dawson,ar_AE,AE,Asian,Samuel Dawson,3
 Melanie Dixon,ar_AE,AE,Asian,Melanie Dixon,3
 Emily Davis,ar_AE,AE,Asian,Emily Davis,2
 Joseph Ortiz,ar_AE,AE,Asian,Joseph Ortiz,2
 Bryan White,ar_AE,AE,Asian,Bryan White,3
 Joshua Burton,ar_AE,AE,Asian,Joshua Burton,3
 Evelyn Smith,ar_AE,AE,Asian,Evelyn Smith,4
 Richard Bowman,ar_AE,AE,Asian,Richard Bowman,2
 Daniel Harvey,ar_AE,AE,Asian,Daniel Harvey,2
 Kristen Fox,ar_AE,AE,Asian,Kristen Fox,3
 Kellie Dixon PhD,ar_AE,AE,Asian,Kellie Dixon PhD,5
 Stephanie Hines,ar_AE,AE,Asian,Stephanie Hines,5
 James Valencia,ar_AE,AE,Asian,James Valencia,2
 Kendra Davis MD,ar_AE,AE,Asian,Kendra Davis MD,4
 Richard Crawford,ar_AE,AE,Asian,Richard Crawford,2
 Ryan Morton,ar_AE,AE,Asian,Ryan Morton,2
 Elizabeth Stewart,ar_AE,AE,Asian,Elizabeth Stewart,2
 Jessica Wilson,ar_AE,AE,Asian,Jessica Wilson,2
 Justin Jackson,ar_AE,AE,Asian,Justin Jackson,2
 Stacey Cox,ar_AE,AE,Asian,Stacey Cox,3
 Michael Grant,ar_AE,AE,Asian,Michael Grant,2
 Bryan Gould,ar_AE,AE,Asian,Bryan Gould,3
 Anthony Santos,ar_AE,AE,Asian,Anthony Santos,2
 Daisy Norris,ar_AE,AE,Asian,Daisy Norris,3
 Nathan Drake,ar_AE,AE,Asian,Nathan Drake,3
 Billy Hill,ar_AE,AE,Asian,Billy Hill,2
 Krista Clark,ar_AE,AE,Asian,Krista Clark,3
 Mr. Marco Flores DDS,ar_AE,AE,Asian,Marco Flores DDS,3
 Kevin Cruz,ar_AE,AE,Asian,Kevin Cruz,2
 Alexander Bonilla,ar_AE,AE,Asian,Alexander Bonilla,3
 Marie Patterson,ar_AE,AE,Asian,Marie Patterson,3
 Mitchell Ward,ar_AE,AE,Asian,Mitchell Ward,3
 Robert Lee,ar_AE,AE,Asian,Robert Lee,2
 Ashley Page,ar_AE,AE,Asian,Ashley Page,3
 Jonathan Cervantes,ar_AE,AE,Asian,Jonathan Cervantes,4
 Adam Freeman,ar_AE,AE,Asian,Adam Freeman,2
 Justin Blanchard,ar_AE,AE,Asian,Justin Blanchard,3
 Dylan Anderson,ar_AE,AE,Asian,Dylan Anderson,3
 Traci Cooper,ar_AE,AE,Asian,Traci Cooper,3
 Yolanda Wagner,ar_AE,AE,Asian,Yolanda Wagner,4
 Margaret Jacobs,ar_AE,AE,Asian,Margaret Jacobs,3
 Diane Hill,ar_AE,AE,Asian,Diane Hill,3
 Teresa Alexander,ar_AE,AE,Asian,Teresa Alexander,3
 Matthew Matthews,ar_AE,AE,Asian,Matthew Matthews,2
 John Parrish,ar_AE,AE,Asian,John Parrish,3
 Erica Williams,ar_AE,AE,Asian,Erica Williams,3
 Christopher Wolfe,ar_AE,AE,Asian,Christopher Wolfe,2
 Jordan Richards,ar_AE,AE,Asian,Jordan Richards,2
 Ann Fernandez,ar_AE,AE,Asian,Ann Fernandez,2
 Michelle Lam,ar_AE,AE,Asian,Michelle Lam,2
 Timothy Conner,ar_AE,AE,Asian,Timothy Conner,4
 Victor Rojas DVM,ar_AE,AE,Asian,Victor Rojas DVM,6
 Kevin Riley,ar_AE,AE,Asian,Kevin Riley,2
 Connie Sims,ar_AE,AE,Asian,Connie Sims,3
 James Shaw,ar_AE,AE,Asian,James Shaw,2
 Mark Wright,ar_AE,AE,Asian,Mark Wright,2
 Brandy Jones,ar_AE,AE,Asian,Brandy Jones,3
 William Hudson,ar_AE,AE,Asian,William Hudson,2
 David Soto,ar_AE,AE,Asian,David Soto,3
 Jessica Villa,ar_AE,AE,Asian,Jessica Villa,2
Whitney Mosley,ar_AE,AE,Asian,Whitney Mosley,5
 William Gray,ar_AE,AE,Asian,William Gray,2
 Ashley Brown,ar_AE,AE,Asian,Ashley Brown,3
 Derek Jones,ar_AE,AE,Asian,Derek Jones,3
 Kelsey Rosales,ar_AE,AE,Asian,Kelsey Rosales,4
 Rhonda Hernandez,ar_AE,AE,Asian,Rhonda Hernandez,3
 Harold Love,ar_AE,AE,Asian,Harold Love,3
 Megan Austin,ar_AE,AE,Asian,Megan Austin,3
 Rose Davis,ar_AE,AE,Asian,Rose Davis,2
 Stacey Williams,ar_AE,AE,Asian,Stacey Williams,3
 Allen Willis,ar_AE,AE,Asian,Allen Willis,2
 Dana Powers,ar_AE,AE,Asian,Dana Powers,3
 Jennifer Brown,ar_AE,AE,Asian,Jennifer Brown,2
 Dylan Williams,ar_AE,AE,Asian,Dylan Williams,3
 Jacob Simmons,ar_AE,AE,Asian,Jacob Simmons,2
 Gabrielle Crosby,ar_AE,AE,Asian,Gabrielle Crosby,4
 Gabriella Harmon,ar_AE,AE,Asian,Gabriella Harmon,4
 Jillian Fields,ar_AE,AE,Asian,Jillian Fields,3
 Jason Brooks,ar_AE,AE,Asian,Jason Brooks,2
Stacy Thomas PhD,ar_AE,AE,Asian,Stacy Thomas PhD,4
 Zachary Romero,ar_AE,AE,Asian,Zachary Romero,4
 Natasha Hutchinson,ar_AE,AE,Asian,Natasha Hutchinson,3
 Deanna Carter,ar_AE,AE,Asian,Deanna Carter,3
 Matthew Wallace,ar_AE,AE,Asian,Matthew Wallace,2
 Joshua Hines,ar_AE,AE,Asian,Joshua Hines,4
 Laura Lawrence,ar_AE,AE,Asian,Laura Lawrence,2
 Jesse Koch,ar_AE,AE,Asian,Jesse Koch,3
 David Wood,ar_AE,AE,Asian,David Wood,2
 Julie Baker,ar_AE,AE,Asian,Julie Baker,3
 Mary Paul,ar_AE,AE,Asian,Mary Paul,2
 Corey Gomez,ar_AE,AE,Asian,Corey Gomez,3
 Courtney Walker,ar_AE,AE,Asian,Courtney Walker,3
 Melissa Kim,ar_AE,AE,Asian,Melissa Kim,3
 Zachary Buckley,ar_AE,AE,Asian,Zachary Buckley,4
 Gabrielle Jackson,ar_AE,AE,Asian,Gabrielle Jackson,4
 Sabrina Bird,ar_AE,AE,Asian,Sabrina Bird,3
 Alicia Owen,ar_AE,AE,Asian,Alicia Owen,4
 Meagan Moore,ar_AE,AE,Asian,Meagan Moore,3
 Joshua Baird,ar_AE,AE,Asian,Joshua Baird,4
 Amy Hobbs,ar_AE,AE,Asian,Amy Hobbs,3
 Dr. Joseph Brock,ar_AE,AE,Asian,Joseph Brock,2
 Timothy Knight,ar_AE,AE,Asian,Timothy Knight,3
 Diana Taylor,ar_AE,AE,Asian,Diana Taylor,3
 Christopher Turner,ar_AE,AE,Asian,Christopher Turner,2
 Lisa Wade,ar_AE,AE,Asian,Lisa Wade,2
